id,name,address,city,state,zip,lat,lng,region,type,sheets,sharpening,food,livebarn,wifi,parking,locker_rooms,on_site_shops,price_public_skate,price_stick_puck,price_dropin,registration_label,registration_url,website,seating_type,viewing,accessible,spectator_notes,facebook_url,instagram_url,tiktok_url,photo_url,claimed,phone,email,skate_rentals,year_round,notes
1009,Denny Sanford Premier Center Practice Rink,1201 N West Ave,Sioux Falls,SD,57104,43.559,-96.741,South Dakota,Indoor,1,,,,,Paid,,,,,,Sioux Falls Stampede (USHL),,https://premier-center.com,,,TRUE,,,,,,FALSE,(605) 367-7288,,,TRUE,Community/practice sheet at Denny Sanford Premier Center. Main arena (home of Sioux Falls Stampede USHL) excluded per criteria.
1010,Ft. Pierre Expo Center Ice Arena,320 Casey Tibbs St,Fort Pierre,SD,57532,44.353,-100.373,South Dakota,Indoor,1,,,,,Free,,,,,,Fort Pierre Hockey,,https://fortpierre.com,,,,,,,,,FALSE,(605) 223-7690,,TRUE,FALSE,Seasonal schedule but permanent indoor refrigeration. City of Fort Pierre facility.
1011,Huron Winter Park Ice Arena,150 4th St SW,Huron,SD,57350,44.363,-98.218,South Dakota,Indoor,1,,,,,Free,,,,,,Huron Hockey,,https://huronsd.com,,,,,,,,,FALSE,(605) 353-8533,,TRUE,TRUE,City of Huron public municipal rink.
1012,Kiwanis 4-H Ice Arena,901 Whiting Dr,Yankton,SD,57078,42.882,-97.395,South Dakota,Indoor,1,,,,,Free,,,,,,Yankton Hockey,,https://cityofyankton.org,,,,,,,,,FALSE,(605) 668-5234,,TRUE,TRUE,City of Yankton public rink. Youth hockey.
1013,Larson Ice Center,924 32nd Ave,Brookings,SD,57006,44.298,-96.773,South Dakota,Indoor,2,,,,,Free,,,,,,Brookings Blizzards (NAHL),,https://brookingsice.org,,,,,,,,,FALSE,(605) 692-8338,,,TRUE,Two-sheet facility. Home of Brookings Blizzards (NAHL Tier II junior hockey). South Dakota State University area.
1014,Maas Ice Arena,112 21st St SW,Watertown,SD,57201,44.892,-97.129,South Dakota,Indoor,1,,,,,Free,,,,,,Watertown Hockey,,https://watertownsd.us,,,,,,,,,FALSE,(605) 753-0200,,TRUE,TRUE,City of Watertown public rink. Youth and high school hockey.
1015,Mitchell Activities Center Ice Arena,400 E 3rd St,Mitchell,SD,57301,43.709,-98.026,South Dakota,Indoor,1,,,,,Free,,,,,,Mitchell Marlins HS Hockey,,,,,,,,,,,FALSE,,,TRUE,FALSE,Regulation indoor hockey arena. Home of Mitchell Marlins high school team. 17-week seasonal public skating in winter. ⚠️ Not in source CSV — added from Travel South Dakota hockey guide. ⚠️ Phone and website unverified.
1016,Odde Ice Center,1120 15th Ave SE,Aberdeen,SD,57401,45.448,-98.468,South Dakota,Indoor,1,,concessions,,,Free,,,,,,Aberdeen Wings (NAHL),,https://aberdeenwings.com,,,TRUE,,,,,,FALSE,(605) 225-3441,,,TRUE,"Home of Aberdeen Wings (NAHL, founded 2010). Community programming included. ⚠️ CSV listed as 'Odde Ice Arena' — confirmed name is Odde Ice Center per Travel South Dakota."
1017,SCHEELS IcePlex,4300 N Bobhalla Dr,Sioux Falls,SD,57107,43.605,-96.761,South Dakota,Indoor,3,,concessions,,,Free,,,,,,Sioux Falls Stampede (USHL) / Sioux Falls Youth Hockey,,https://scheelsiceplex.com,,,TRUE,,,,,,FALSE,(605) 271-7539,,TRUE,TRUE,"501(c)(3) nonprofit. Built 2014 on Sanford Sports Complex. Three NHL sheets. Official practice facility of Sioux Falls Stampede (USHL), Sioux Falls Power, and Sioux Falls Flyers. Home of Sioux Falls Youth Hockey Association, Figure Skating Club, Legend Hockey, Jr. Stampede AAA. Open skate, sled hockey, figure skating, curling, birthday parties. Stick-n-puck Mon/Wed/Fri first-come-first-served."
1018,Centennial Sportsplex Ice Arena,222 25th Ave N,Nashville,TN,37203,36.152,-86.813,Nashville Metro,Indoor,2,,concessions,,,Free,,,,,,Nashville Predators (practice) / Nashville Hockey,,https://www.nashville.gov/Parks-and-Recreation/Centennial-Sportsplex/Ice-Skating.aspx,,,TRUE,,,,,,FALSE,(615) 862-8480,,TRUE,TRUE,"City of Nashville facility. Two NHL sheets. Official Nashville Predators (NHL) practice facility. Full public programming: public skating, youth hockey, figure skating, learn-to-skate. Nashville Jr. Predators also practice here."
1019,Cool Sports Home of the Icearium,110 S Watt Rd,Knoxville,TN,37934,35.879,-84.198,Knoxville Metro,Indoor,1,,concessions,,,Free,,TRUE,,,,Knoxville Amateur Hockey Association / Knoxville Figure Skating Club,,https://coolsportstn.com,,,TRUE,,,,,,FALSE,(865) 218-4500,,TRUE,TRUE,"Opened Dec 2002 as The Icearium. Expanded 2007 with 40,000 sq ft turf addition. 90,000 sq ft total. One NHL sheet + 2 indoor turf fields. Only facility in East TN with ice and turf under one roof. 30 adult hockey leagues, youth hockey ages 4–18. Only U.S. Figure Skating program in East TN. ⚠️ CSV listed as 'Icearium' — current operating name is Cool Sports Home of the Icearium."
1020,Ford Ice Center – Antioch,5264 Hickory Hollow Pkwy,Antioch,TN,37013,36.0467,-86.6514,Nashville Metro,Indoor,2,,concessions,,,Free,,TRUE,,,,Nashville Predators / Jr. Predators,,https://www.fordicecenter.com,,,TRUE,,,,,,FALSE,(615) 742-4399,,TRUE,TRUE,"Public-private partnership: City of Nashville + Nashville Predators. Two NHL sheets. Perani's Hockey World pro shop. 6-acre common park with playground and quarter-mile trail. Open hockey, public skate, adult league, learn-to-skate, Jr. Predators. Part of Ford Ice Center network (Antioch, Bellevue, Clarksville)."
1021,Ford Ice Center – Bellevue,7638 B Hwy 70 S,Nashville,TN,37221,36.0652,-86.9421,Nashville Metro,Indoor,2,,restaurant,,,Free,,TRUE,,,,Nashville Predators / Jr. Predators,,https://www.fordicecenter.com,,,TRUE,,,,,,FALSE,(615) 742-4399,,TRUE,TRUE,"Opened Oct 2019. 105,819 sq ft ice facility + 47,488 sq ft community center. Two NHL sheets. Draft Picks full restaurant, Perani's Hockey World, weight room. At One Bellevue Place development. Jr. Predators home for 15U/16U/18U Tier I."
1022,Ford Ice Center – Clarksville,150 College St,Clarksville,TN,37040,36.5265,-87.3594,Nashville Metro,Indoor,2,,concessions,,,Free,,TRUE,,,,Nashville Predators / Jr. Predators,,https://www.nhl.com/predators/fordicecenter/clarksville,seats,,TRUE,,,,,,FALSE,(615) 742-4399,,TRUE,TRUE,"Opened 2023. 250,000 sq ft facility. One community ice sheet + 6,000-seat arena. Also home of Austin Peay State University men's and women's basketball. Part of Ford Ice Center network. ⚠️ Not in source CSV — added from Jr. Predators facilities directory."
1023,Ice Barn,1116 Columbia Ave,Franklin,TN,37064,35.908,-86.879,Nashville Metro,Indoor,1,,concessions,,,Free,,,,,,Franklin / Williamson County Hockey,,https://icebarnfranklin.com,,,,,,,,,FALSE,(615) 224-3852,,TRUE,TRUE,Community rink in Franklin/Williamson County.
1024,Knoxville Ice Chalet,100 Lebanon St,Knoxville,TN,37919,35.936,-83.987,Knoxville Metro,Indoor,1,,concessions,,,Free,,,,,,Knoxville Hockey,,https://chaleticerinks.com,,,,,,,,,FALSE,(865) 588-1858,,TRUE,TRUE,Long-standing Knoxville community rink. ⚠️ CSV listed website as chaletice.com — corrected to chaleticerinks.com per Arena Guide.
1025,Aerodrome Ice Skating Complex – Houston,8220 Willow Place Dr N,Houston,TX,77070,29.953,-95.544,Houston Metro,Indoor,1,,concessions,,,Free,,,,,,Houston Hockey,,https://aerodromes.com,,,TRUE,,,,,,FALSE,(281) 955-5199,,TRUE,TRUE,Part of Aerodromes ice skating network.
1026,Aerodrome Ice Skating Complex – Sugar Land,16225 Lexington Blvd,Sugar Land,TX,77479,29.596,-95.633,Houston Metro,Indoor,1,,concessions,,,Free,,,,,,Houston Hockey,,https://aerodromes.com,,,TRUE,,,,,,FALSE,(281) 265-7465,,TRUE,TRUE,Part of Aerodromes ice skating network.
1027,Amarillo Ice Ranch,301 S Grant St,Amarillo,TX,79101,35.21,-101.833,West Texas,Indoor,1,,concessions,,,Free,,,,,,Amarillo Wranglers Youth Hockey,,https://amarilloiceranch.com,,,,,,,,,FALSE,(806) 374-7273,,TRUE,TRUE,Single-sheet rink. Home of Amarillo Wranglers youth hockey.
1028,Chaparral Ice – Northcross,2525 W Anderson Ln,Austin,TX,78757,30.358,-97.733,Austin Metro,Indoor,2,,concessions,,,Free,,,,,,Austin Hockey,,https://chaparralice.com,,,TRUE,,,,,,FALSE,(512) 252-8500,,TRUE,TRUE,Two-sheet Austin facility.
1029,Children's Health StarCenter Multisport – Northlake,3700 FM 1171,Northlake,TX,76262,33.078,-97.278,Dallas-Fort Worth Metro,Indoor,2,,Bar,,,Free,,TRUE,,,,Dallas Stars / DSMHL,,https://www.starcentermultisport.com/northlake,,,TRUE,,,,,,FALSE,,,TRUE,TRUE,"Newest StarCenter location (11th), opened 2025. Two ice sheets + hard courts (8 basketball / 16 volleyball), outdoor pickleball. Shark Club Sports Bar & Grill on-site. Over 25,000 sq ft team tenant space. Home of TAV Alliance volleyball. At I-35W and SH-114 near Texas Motor Speedway. ⚠️ Not in source CSV — added from Dallas Stars official announcement."
1030,Children's Health StarCenter – Euless,1400 S Pipeline Rd,Euless,TX,76040,32.822,-97.091,Dallas-Fort Worth Metro,Indoor,2,,concessions,,,Free,,TRUE,,,,Dallas Stars / Jr. Stars / Dallas Stars Metro Hockey League,,https://www.nhl.com/stars/starcenters,,,TRUE,,,,,,FALSE,(817) 267-4233,,TRUE,TRUE,"Part of Dallas Stars' Children's Health StarCenter community ice network. Public skating, hockey leagues, figure skating, learn-to-skate, camps, clinics, birthday parties. Home of Dallas Stars Metro Hockey League."
1031,Children's Health StarCenter – Farmers Branch,12700 N Stemmons Fwy,Farmers Branch,TX,75234,32.923,-96.896,Dallas-Fort Worth Metro,Indoor,2,,concessions,,,Free,,TRUE,,,,Dallas Stars / Jr. Stars / Dallas Stars Metro Hockey League,,https://www.nhl.com/stars/starcenters,,,TRUE,,,,,,FALSE,(214) 432-3131,,TRUE,TRUE,"Part of Dallas Stars' Children's Health StarCenter community ice network. Public skating, hockey leagues, figure skating, learn-to-skate, camps, clinics, birthday parties. Home of Dallas Stars Metro Hockey League."
1032,Children's Health StarCenter – Mansfield,1715 E Broad St,Mansfield,TX,76063,32.563,-97.096,Dallas-Fort Worth Metro,Indoor,2,,concessions,,,Free,,TRUE,,,,Dallas Stars / Jr. Stars / Dallas Stars Metro Hockey League,,https://www.nhl.com/stars/starcenters,,,TRUE,,,,,,FALSE,(817) 473-5900,,TRUE,TRUE,"Part of Dallas Stars' Children's Health StarCenter community ice network. Public skating, hockey leagues, figure skating, learn-to-skate, camps, clinics, birthday parties. Home of Dallas Stars Metro Hockey League."
1033,Children's Health StarCenter – McKinney (Craig Ranch),6993 Stars Ave,McKinney,TX,75070,33.138,-96.731,Dallas-Fort Worth Metro,Indoor,2,,concessions,,,Free,,TRUE,,,,Dallas Stars / Jr. Stars / Dallas Stars Metro Hockey League,,https://www.nhl.com/stars/starcenters,,,TRUE,,,,,,FALSE,(469) 675-8327,,TRUE,TRUE,"Part of Dallas Stars' Children's Health StarCenter community ice network. Public skating, hockey leagues, figure skating, learn-to-skate, camps, clinics, birthday parties. Home of Dallas Stars Metro Hockey League."
1034,Children's Health StarCenter – Plano,4020 W Plano Pkwy,Plano,TX,75093,33.013,-96.77,Dallas-Fort Worth Metro,Indoor,2,,concessions,,,Free,,TRUE,,,,Dallas Stars / Jr. Stars / Dallas Stars Metro Hockey League,,https://www.nhl.com/stars/starcenters,,,TRUE,,,,,,FALSE,(972) 398-7000,,TRUE,TRUE,"Part of Dallas Stars' Children's Health StarCenter community ice network. Public skating, hockey leagues, figure skating, learn-to-skate, camps, clinics, birthday parties. Home of Dallas Stars Metro Hockey League."
1035,Children's Health StarCenter – Richardson,522 Centennial Blvd,Richardson,TX,75081,32.948,-96.722,Dallas-Fort Worth Metro,Indoor,1,,concessions,,,Free,,TRUE,,,,Dallas Stars / Jr. Stars / Dallas Stars Metro Hockey League,,https://www.nhl.com/stars/starcenters,,,TRUE,,,,,,FALSE,(972) 680-7825,,TRUE,TRUE,"Part of Dallas Stars' Children's Health StarCenter community ice network. Public skating, hockey leagues, figure skating, learn-to-skate, camps, clinics, birthday parties. Home of Dallas Stars Metro Hockey League."
1036,Children's Health StarCenter – Valley Ranch (Irving),211 Cowboys Pkwy,Irving,TX,75063,32.919,-96.957,Dallas-Fort Worth Metro,Indoor,2,,concessions,,,Free,,TRUE,,,,Dallas Stars / Jr. Stars / Dallas Stars Metro Hockey League,,https://www.nhl.com/stars/starcenters,,,TRUE,,,,,,FALSE,(972) 444-9800,,TRUE,TRUE,"Part of Dallas Stars' Children's Health StarCenter community ice network. Public skating, hockey leagues, figure skating, learn-to-skate, camps, clinics, birthday parties. Home of Dallas Stars Metro Hockey League."
1037,Comerica Center Practice Rink,2601 Avenue of the Stars,Frisco,TX,75034,33.098,-96.819,Dallas-Fort Worth Metro,Indoor,1,,concessions,,,Paid,,,,,,Dallas Stars (NHL),,https://comericacenter.com,seats,,TRUE,,,,,,FALSE,(214) 387-5600,,,TRUE,"Dallas Stars NHL home arena and practice facility. Community ice sheet qualifies — public skating, youth/adult hockey leagues, camps/clinics, tournaments. Main 18,500-seat arena bowl excluded. Home of 1999 Stanley Cup Champion Dallas Stars. Part of Stars community ice network."
1038,Ice & Field at The Crossover,1717 Scottsdale Dr,Cedar Park,TX,78641,30.54,-97.827,Austin Metro,Indoor,2,,concessions,,,Free,,,,,,Austin Hockey,,https://chaparralice.com,,,TRUE,,,,,,FALSE,(512) 528-3211,,TRUE,TRUE,Two-sheet Cedar Park facility. ⚠️ CSV listed as 'Chaparral Ice – The Crossover' — current name is Ice & Field at The Crossover per Texas Hockey League directory.
1039,Ice & Golf Center at Northwoods,17530 Henderson Pass,San Antonio,TX,78232,29.605,-98.484,San Antonio Metro,Indoor,1,,,,,Free,,,,,,San Antonio Hockey,,,,,,,,,,,FALSE,(210) 490-9550,,,TRUE,Ice rink and golf center. ⚠️ Not in source CSV — added from Texas Hockey League arena directory. ⚠️ Website unverified.
1040,Ice at the Galleria,5085 Westheimer Rd,Houston,TX,77056,29.739,-95.463,Houston Metro,Indoor,1,,concessions,,,Paid,,,,,,Houston Hockey,,https://iceatthegalleria.com,,,TRUE,,,,,,FALSE,(713) 621-1500,,TRUE,TRUE,"Full-time indoor NHL-size rink inside Galleria Houston shopping mall. Hockey-capable, public skating, lessons."
1041,Ice at the Parks,3815 S Cooper St,Arlington,TX,76015,32.682,-97.13,Dallas-Fort Worth Metro,Indoor,1,,concessions,,,Free,,,,,,Arlington Hockey,,https://iceattheparks.net,,,,,,,,,FALSE,(817) 419-0095,,TRUE,TRUE,Full-time indoor rink inside Parks Mall. Hockey-capable.
1042,NYTEX Sports Centre,8851 Ice House Dr,North Richland Hills,TX,76180,32.855,-97.21,Dallas-Fort Worth Metro,Indoor,1,,concessions,,,Free,,,,,,NAHL Brahmas / Fort Worth Youth Hockey,,https://nytexsports.com,,,TRUE,,,,,,FALSE,(817) 336-4423,,TRUE,TRUE,"Home of NAHL Texas Brahmas. Community programming: public skating, youth hockey, adult leagues."
1043,The Pond Hockey Club,9400 Dessau Rd,Austin,TX,78754,30.36,-97.661,Austin Metro,Indoor,1,,concessions,,,Free,,,,,,Austin Hockey,,https://chaparralice.com,,,TRUE,,,,,,FALSE,(512) 252-8500,,TRUE,TRUE,Single-sheet Austin rink.
1044,Charlottesville Ice Park,233 W Main St,Charlottesville,VA,22902,38.031,-78.484,Central Virginia,Indoor,1,,concessions,,,Paid,,,,,,UVA Club Hockey / Charlottesville Hockey,,https://charlottesvilleicepark.com,,,,,,,,,FALSE,(434) 817-2400,,TRUE,TRUE,"Downtown Charlottesville rink. Home of UVA club hockey. Public skating, youth/adult leagues, figure skating."
1045,Chilled Ponds Ice Arena,1416 Stephanie Way,Chesapeake,VA,23320,36.727,-76.223,Hampton Roads,Indoor,1,,concessions,,,Free,,,,,,Hampton Roads Whalers / Norfolk Admirals (practice),,https://chilledponds.com,,,,,,,,,FALSE,(757) 420-4488,,TRUE,TRUE,"Home of Hampton Roads Whalers junior team. Official practice facility of Norfolk Admirals (AHL, Calder Cup 2011-12). Youth hockey, public skating, figure skating."
1046,Hampton Roads Iceplex,401 Village Ave,Yorktown,VA,23693,37.136,-76.485,Hampton Roads,Indoor,1,,concessions,,,Free,,,,,,CNU Captains Club / Peninsula Hockey,,https://hamptonroadsiceplex.com,,,,,,,,,FALSE,(757) 877-7539,,TRUE,TRUE,"Peninsula's only rink. Home of Christopher Newport University Captains club team. Youth/adult hockey, figure skating, learn-to-skate."
1047,Iceland of Hampton Roads,4915 Broad St,Virginia Beach,VA,23462,36.844,-76.088,Hampton Roads,Indoor,1,,concessions,,,Free,,,,,,Virginia Beach Hockey Club / ODU Monarchs / Hampton Roads Jr. Admirals,,https://icelandofhamptonroads.com,,,,,,,,,FALSE,(757) 490-8062,,TRUE,TRUE,"Founded 1984. Year-round facility in Pembroke area. Home of Virginia Beach Hockey Club, ODU Monarchs club team, Hampton Roads Jr. Admirals. Figure skating, learn-to-skate, adult/youth hockey leagues."
1048,MedStar Capitals Iceplex,"627 N Glebe Rd, Suite 800",Arlington,VA,22203,38.882,-77.111,Northern Virginia,Indoor,2,,concessions,,,Paid,8,TRUE,,,,Washington Capitals (NHL) / Georgetown / GWU Hockey,,https://www.medstarcapitalsiceplex.com,,,FALSE,,,,,,FALSE,(571) 224-0555,,TRUE,TRUE,"Official practice facility of Washington Capitals (NHL). Highest ice rink above street-level in the US — 8th floor atop Ballston Quarter parking garage. 137,000 sq ft. Two NHL sheets, 8 locker rooms, 20,000 sq ft Capitals training center, ProShop, Capitals Team Store. Metro-accessible (Ballston). Home of Georgetown and GWU club teams, NOVA Cool Cats special hockey, DC Sled Sharks. 300 Capitals practice hours/year; 12,000 hours total ice annually. Not fully handicapped accessible. Note: formerly Kettler Capitals Iceplex."
1049,Mount Vernon RECenter Ice Rink,2017 Belle View Blvd,Alexandria,VA,22307,38.768,-77.066,Northern Virginia,Indoor,1,,,,,Free,,,,,,Fairfax County Hockey,,https://fairfaxcounty.gov/parks/reccenters/mount-vernon,,,,,,,,,FALSE,(703) 768-3224,,TRUE,TRUE,Fairfax County RECenter facility.
1050,Prince William Ice Center,5180 Dale Blvd,Dale City,VA,22193,38.646,-77.358,Northern Virginia,Indoor,1,,concessions,,,Free,,,,,,Prince William Hockey,,https://pwice.com,,,,,,,,,FALSE,(703) 730-8423,,TRUE,TRUE,Community rink serving Prince William County.
1051,Reston Skatequest,1800 Michael Faraday Court,Reston,VA,20190,38.953,-77.346,Northern Virginia,Indoor,1,,concessions,,,Free,,,,,,Northern Virginia Hockey,,https://restonsq.com,,,,,,,,,FALSE,(703) 709-1010,,TRUE,TRUE,Community rink serving Reston/Herndon area.
1052,Richmond Ice Zone,636 Johnston Willis Dr,Richmond,VA,23236,37.502,-77.594,Central Virginia,Indoor,1,,concessions,,,Free,,,,,,Richmond Hockey,,https://richmondice.com,,,,,,,,,FALSE,(804) 378-7465,,TRUE,TRUE,Primary community rink serving Richmond metro.
1053,C. Douglas Cairns Arena,600 Swift St,South Burlington,VT,5403,44.445,-73.184,Vermont,Indoor,2,,concessions,,,Free,4,TRUE,,,,St. Michael's College / UVM Club Hockey,,https://cairnsarena.com,seats,,TRUE,,,,,,FALSE,(802) 658-5577,,TRUE,TRUE,"Twin rink facility. Rink 1: 600 seats; Rink 2: 400 seats. Both NHL-size (85'×200'), 4 locker rooms per rink. Pro shop (hockey basics, Jackson/Riedell figure skates), café (cash only). Home of St. Michael's College and UVM club hockey. Low-cost public skating."
1054,Central Vermont Memorial Civic Center,10 Gallison Hill Rd,Montpelier,VT,5602,44.267,-72.575,Vermont,Indoor,1,,,,,Free,,,,,,Montpelier Hockey,,,,,,,,,,,FALSE,(802) 229-5900,,,FALSE,State capital community rink. ⚠️ Website unverified.
1055,Collins Perley Sports Complex Ice Rink,1 Collins Perley Way,St. Albans,VT,5478,44.811,-73.084,Vermont,Indoor,1,,concessions,,,Free,,,,,,St. Albans Hockey,,https://collinsperley.com,,,,,,,,,FALSE,(802) 527-1202,,TRUE,FALSE,Multi-sport complex. Ice rink operates beginning of October. ⚠️ Not in source CSV — added from Vermont's Find & Go Seek indoor rinks guide.
1056,Essex Skating Center (Vermont Skating Academy),2 Educational Dr,Essex Junction,VT,5452,44.491,-73.109,Vermont,Indoor,2,,concessions,,,Free,,,,,,Essex Hockey / Vermont Skating Academy,,https://vermontskatingacademy.com,,,,,,,,,FALSE,(802) 872-9100,,TRUE,TRUE,"Two facilities in Essex Junction: main rink at 2 Educational Dr + learn-to-skate dedicated rink at 60 Foster Rd. Home of Learn to Skate USA program, Vermont Skating Academy. Youth hockey leagues. ⚠️ Not in source CSV — added from Travel Like a Local VT guide."
1057,Fenton Chester Arena,Harris Hill Rd,Lyndon Center,VT,5850,44.536,-72.008,Vermont,Indoor,1,,,,,Free,,,,,,Lyndon Institute / St. Johnsbury Academy / Kingdom Hockey,,,,,,,,,,,FALSE,(802) 626-9361,,,FALSE,"Home of Lyndon Institute Vikings, St. Johnsbury Academy Hilltoppers, Kingdom Blades, Lyndon Area Youth Hockey (LAYHA). Northeast Kingdom. ⚠️ Website unverified."
